1, 10, 0, 3, True, 0.999900, 0, 0.000000, 0:00:00.000176, 12
2, 9, 9, 1, True, 0.998900, 9, 4.500000, 0:00:00.000537, 88
3, 10, 9, 1, True, 0.997901, 18, 6.000000, 0:00:00.000900, 216
4, 8, 9, 1, True, 0.996903, 27, 6.750000, 0:00:00.000980, 427
5, 10, 9, 2, True, 0.995906, 36, 7.200000, 0:00:00.001575, 744
6, 10, 0, 2, True, 0.994910, 36, 6.000000, 0:00:00.001222, 1043
7, 10, 0, 3, True, 0.993916, 36, 5.142857, 0:00:00.003127, 1358
8, 8, 9, 1, True, 0.992922, 45, 5.625000, 0:00:00.005428, 1823
9, 10, 9, 3, True, 0.991929, 54, 6.000000, 0:00:00.004861, 2393
10, 8, 9, 3, True, 0.990937, 63, 6.300000, 0:00:00.005260, 3098
11, 10, 9, 2, True, 0.989946, 72, 6.545455, 0:00:00.006778, 3916
12, 10, 0, 2, True, 0.988956, 72, 6.000000, 0:00:00.003094, 4490
13, 10, 0, 0, True, 0.987967, 72, 5.538462, 0:00:00.002147, 4943
14, 10, 0, 2, True, 0.986979, 72, 5.142857, 0:00:00.006414, 5578
15, 10, 0, 3, True, 0.985992, 72, 4.800000, 0:00:00.002439, 6173
16, 9, 9, 3, True, 0.985006, 81, 5.062500, 0:00:00.003525, 6954
17, 9, 0, 3, True, 0.984021, 81, 4.764706, 0:00:00.004579, 7566
18, 9, 0, 0, True, 0.983037, 81, 4.500000, 0:00:00.003318, 8091
19, 9, 0, 1, True, 0.982054, 81, 4.263158, 0:00:00.002483, 8630
20, 10, 9, 2, True, 0.981072, 90, 4.500000, 0:00:00.003519, 9492
21, 10, 0, 1, True, 0.980091, 90, 4.285714, 0:00:00.004360, 9969
22, 8, 9, 0, True, 0.979111, 99, 4.500000, 0:00:00.003749, 10730
23, 8, 0, 3, True, 0.978132, 99, 4.304348, 0:00:00.002497, 11370
24, 10, 9, 2, True, 0.977154, 108, 4.500000, 0:00:00.003912, 12225
25, 10, 0, 3, True, 0.976176, 108, 4.320000, 0:00:00.002251, 12764
26, 9, 9, 1, True, 0.975200, 117, 4.500000, 0:00:00.002917, 13467
27, 10, 9, 1, True, 0.974225, 126, 4.666667, 0:00:00.006171, 14133
28, 8, 9, 3, True, 0.973251, 135, 4.821429, 0:00:00.003464, 14798
29, 10, 9, 2, True, 0.972278, 144, 4.965517, 0:00:00.003205, 15579
30, 10, 0, 2, True, 0.971305, 144, 4.800000, 0:00:00.003085, 16083
31, 10, 0, 2, True, 0.970334, 144, 4.645161, 0:00:00.003294, 16548
32, 10, 0, 2, True, 0.969364, 144, 4.500000, 0:00:00.003951, 17108
33, 10, 0, 1, True, 0.968394, 144, 4.363636, 0:00:00.003044, 17549
34, 8, 9, 1, True, 0.967426, 153, 4.500000, 0:00:00.003939, 18248
35, 10, 9, 1, True, 0.966458, 162, 4.628571, 0:00:00.002998, 18950
36, 12, 9, 0, True, 0.965492, 171, 4.750000, 0:00:00.004163, 19690
37, 12, 0, 2, True, 0.964526, 171, 4.621622, 0:00:00.004034, 20320
38, 5, 9, 0, True, 0.963562, 180, 4.736842, 0:00:00.020669, 21035
39, 12, 9, 3, True, 0.962598, 189, 4.846154, 0:00:00.005673, 21901
40, 10, 9, 3, True, 0.961636, 198, 4.950000, 0:00:00.004701, 22751
41, 8, 9, 3, True, 0.960674, 207, 5.048780, 0:00:00.003471, 23551
42, 10, 9, 1, True, 0.959713, 216, 5.142857, 0:00:00.002962, 24190
43, 8, 9, 1, True, 0.958754, 225, 5.232558, 0:00:00.006009, 24884
44, 10, 9, 3, True, 0.957795, 234, 5.318182, 0:00:00.003307, 25579
45, 8, 9, 2, True, 0.956837, 243, 5.400000, 0:00:00.003221, 26290
46, 5, 9, 2, True, 0.955880, 252, 5.478261, 0:00:00.003570, 27084
47, 10, 20, 2, True, 0.954924, 272, 5.787234, 0:00:00.005879, 28040
48, 10, 0, 1, False, 0.953970, 272, 5.666667, 0:00:49.340568, 29752
49, 8, 9, 3, True, 0.953016, 281, 5.734694, 0:00:00.003430, 30470
50, 10, 9, 0, True, 0.952063, 290, 5.800000, 0:00:00.007001, 31143
51, 10, 0, 0, True, 0.951111, 290, 5.686275, 0:00:00.002588, 31673
52, 10, 0, 3, True, 0.950159, 290, 5.576923, 0:00:00.001997, 32271
53, 9, 9, 1, True, 0.949209, 299, 5.641509, 0:00:00.036376, 33027
54, 10, 9, 2, True, 0.948260, 308, 5.703704, 0:00:00.004972, 33769
55, 10, 0, 1, True, 0.947312, 308, 5.600000, 0:00:00.003072, 34237
56, 8, 9, 2, True, 0.946364, 317, 5.660714, 0:00:00.003616, 34946
57, 5, 9, 3, True, 0.945418, 326, 5.719298, 0:00:00.003867, 35672
58, 5, 0, 1, True, 0.944473, 326, 5.620690, 0:00:00.001663, 36118
59, 5, 0, 3, True, 0.943528, 326, 5.525424, 0:00:00.003436, 36649
60, 5, 0, 0, True, 0.942585, 326, 5.433333, 0:00:00.003631, 37084
61, 8, 9, 3, True, 0.941642, 335, 5.491803, 0:00:00.004397, 37965
62, 10, 9, 3, True, 0.940700, 344, 5.548387, 0:00:00.003339, 38778
63, 9, 9, 3, True, 0.939760, 353, 5.603175, 0:00:00.005313, 39563
64, 9, 0, 1, True, 0.938820, 353, 5.515625, 0:00:00.003871, 40025
65, 10, 9, 1, True, 0.937881, 362, 5.569231, 0:00:00.003156, 40745
66, 8, 9, 0, True, 0.936943, 371, 5.621212, 0:00:00.003474, 41445
67, 8, 0, 3, True, 0.936006, 371, 5.537313, 0:00:00.002115, 41998
68, 10, 9, 1, True, 0.935070, 380, 5.588235, 0:00:00.002579, 42637
69, 8, 9, 1, True, 0.934135, 389, 5.637681, 0:00:00.004094, 43311
70, 10, 9, 0, True, 0.933201, 398, 5.685714, 0:00:00.003340, 43918
71, 10, 0, 2, True, 0.932268, 398, 5.605634, 0:00:00.002069, 44504
72, 10, 0, 1, False, 0.931336, 398, 5.527778, 0:00:58.982256, 45858
73, 12, 9, 3, False, 0.930404, 407, 5.575342, 0:01:00.198130, 46702
74, 10, 9, 3, False, 0.929474, 416, 5.621622, 0:01:02.670460, 47943
75, 8, 9, 3, True, 0.928544, 425, 5.666667, 0:00:00.002979, 48652
76, 10, 9, 3, True, 0.927616, 434, 5.710526, 0:00:00.003427, 49261
77, 9, 9, 3, True, 0.926688, 443, 5.753247, 0:00:00.002849, 49948
78, 9, 0, 3, True, 0.925762, 443, 5.679487, 0:00:00.001917, 50385
79, 9, 0, 3, True, 0.924836, 443, 5.607595, 0:00:00.003560, 50860
80, 9, 0, 0, True, 0.923911, 443, 5.537500, 0:00:00.001879, 51341
81, 9, 0, 1, False, 0.922987, 443, 5.469136, 0:01:03.656944, 51985
82, 10, 9, 3, True, 0.922064, 452, 5.512195, 0:00:00.002764, 52646
83, 9, 9, 0, True, 0.921142, 461, 5.554217, 0:00:00.002434, 53339
84, 9, 0, 0, False, 0.920221, 461, 5.488095, 0:00:58.780862, 54031
85, 9, 0, 1, True, 0.919301, 461, 5.423529, 0:00:00.001395, 54540
86, 10, 9, 2, True, 0.918381, 470, 5.465116, 0:00:00.002617, 55334
