1, 0, 0, 1, True, 0.990000, 0, 0.000000, 0:00:00.001997, 11
2, 0, 0, 1, True, 0.985050, 0, 0.000000, 0:00:00.001994, 132
3, 0, 0, 1, True, 0.980125, 0, 0.000000, 0:00:00.003020, 250
4, 0, 0, 0, True, 0.975224, 0, 0.000000, 0:00:00.003991, 286
5, 2, 99, 0, True, 0.970348, 99, 19.800000, 0:00:00.026971, 567
6, 2, 99, 2, True, 0.965496, 198, 33.000000, 0:00:00.003991, 814
7, 0, 0, 0, True, 0.960669, 198, 28.285714, 0:00:00.008973, 1056
8, 2, 99, 2, True, 0.955865, 297, 37.125000, 0:00:00.004992, 1218
9, 0, 0, 1, True, 0.951086, 297, 33.000000, 0:00:00.003989, 1339
10, 0, 0, 0, True, 0.946331, 297, 29.700000, 0:00:00.002042, 1490
11, 1, 99, 2, True, 0.941599, 396, 36.000000, 0:00:00.002944, 1601
12, 0, 110, 2, True, 0.936891, 506, 42.166667, 0:00:00.000987, 1862
13, 0, 110, 1, True, 0.932207, 616, 47.384615, 0:00:00.001044, 2119
14, 0, 110, 2, True, 0.927546, 726, 51.857143, 0:00:00.000968, 2372
15, 0, 0, 1, True, 0.922908, 726, 48.400000, 0:00:00.001002, 2586
16, 0, 0, 0, True, 0.918293, 726, 45.375000, 0:00:00.001030, 2705
17, 1, 99, 0, True, 0.913702, 825, 48.529412, 0:00:00.000992, 2745
18, 1, 99, 2, True, 0.909133, 924, 51.333333, 0:00:00.002025, 2994
19, 0, 110, 1, True, 0.904588, 1034, 54.421053, 0:00:00.000999, 3137
20, 0, 0, 0, False, 0.900065, 1034, 51.700000, 0:00:00.429887, 3349
21, 2, 99, 1, True, 0.895564, 1133, 53.952381, 0:00:00.000997, 3448
22, 0, 110, 2, True, 0.891087, 1243, 56.500000, 0:00:00.000989, 3688
23, 0, 110, 2, True, 0.886631, 1353, 58.826087, 0:00:00, 3848
24, 0, 110, 1, True, 0.882198, 1463, 60.958333, 0:00:00.000997, 3980
25, 0, 0, 0, True, 0.877787, 1463, 58.520000, 0:00:00.000984, 4101
26, 1, 99, 1, True, 0.873398, 1562, 60.076923, 0:00:00.000973, 4137
27, 0, 0, 0, True, 0.869031, 1562, 57.851852, 0:00:00, 4378
28, 1, 99, 1, True, 0.864686, 1661, 59.321429, 0:00:00, 4508
29, 0, 0, 2, True, 0.860362, 1661, 57.275862, 0:00:00.001000, 4549
30, 0, 110, 2, True, 0.856061, 1771, 59.033333, 0:00:00, 4763
31, 0, 110, 1, True, 0.851780, 1881, 60.677419, 0:00:00, 4862
32, 0, 110, 0, True, 0.847521, 1991, 62.218750, 0:00:00.001026, 4900
33, 2, 99, 0, False, 0.843284, 2090, 63.333333, 0:00:00.320140, 5119
34, 2, 99, 2, True, 0.839067, 2189, 64.382353, 0:00:00.000999, 5218
35, 0, 0, 1, True, 0.834872, 2189, 62.542857, 0:00:00.000998, 5224
36, 0, 110, 2, True, 0.830698, 2299, 63.861111, 0:00:00, 5414
37, 0, 0, 1, True, 0.826544, 2299, 62.135135, 0:00:00, 5513
38, 0, 110, 0, True, 0.822412, 2409, 63.394737, 0:00:00.000991, 5628
39, 1, 99, 1, True, 0.818299, 2508, 64.307692, 0:00:00, 5760
40, 0, 0, 2, True, 0.814208, 2508, 62.700000, 0:00:00.000999, 5859
41, 0, 110, 1, True, 0.810137, 2618, 63.853659, 0:00:00.000996, 5880
42, 0, 110, 1, True, 0.806086, 2728, 64.952381, 0:00:00, 5979
43, 0, 110, 2, True, 0.802056, 2838, 66.000000, 0:00:00.000997, 6133
44, 0, 0, 0, True, 0.798046, 2838, 64.500000, 0:00:00, 6169
45, 2, 99, 2, True, 0.794055, 2937, 65.266667, 0:00:00, 6290
46, 0, 0, 1, True, 0.790085, 2937, 63.847826, 0:00:00.001024, 6305
47, 0, 0, 2, True, 0.786135, 2937, 62.489362, 0:00:00, 6323
48, 0, 0, 0, True, 0.782204, 2937, 61.187500, 0:00:00, 6475
49, 2, 99, 2, True, 0.778293, 3036, 61.959184, 0:00:00.000998, 6574
50, 0, 0, 0, True, 0.774401, 3036, 60.720000, 0:00:00, 6580
51, 1, 99, 2, False, 0.770529, 3135, 61.470588, 0:00:00.335129, 6625
52, 0, 110, 1, True, 0.766677, 3245, 62.403846, 0:00:00.000994, 6668
53, 0, 0, 1, True, 0.762843, 3245, 61.226415, 0:00:00.001048, 6689
54, 0, 0, 1, True, 0.759029, 3245, 60.092593, 0:00:00, 6788
55, 0, 0, 0, False, 0.755234, 3245, 59.000000, 0:00:00.315160, 6794
56, 2, 99, 2, True, 0.751458, 3344, 59.714286, 0:00:00.000998, 6803
57, 0, 0, 0, True, 0.747701, 3344, 58.666667, 0:00:00.000960, 6839
58, 2, 99, 2, True, 0.743962, 3443, 59.362069, 0:00:00.001039, 6839
59, 0, 0, 0, True, 0.740242, 3443, 58.355932, 0:00:00.001001, 6839
60, 2, 99, 2, True, 0.736541, 3542, 59.033333, 0:00:00.000998, 6839
61, 0, 0, 2, True, 0.732858, 3542, 58.065574, 0:00:00.000999, 6856
62, 0, 110, 0, True, 0.729194, 3652, 58.903226, 0:00:00, 7007
63, 2, 99, 0, True, 0.725548, 3751, 59.539683, 0:00:00.001001, 7161
64, 2, 99, 1, True, 0.721920, 3850, 60.156250, 0:00:00, 7214
65, 0, 110, 0, False, 0.718311, 3960, 60.923077, 0:00:00.313209, 7346
66, 1, 99, 0, True, 0.714719, 4059, 61.500000, 0:00:00.000948, 7467
